neutral,Wooooo! Find out what happens to Jesse and the gang in under two weeks! https://t.co/A6Cftoh4fz
neutral,Minecraft: Official Magazine launches TODAY in the UK! Go get it! Read all about it here: https://t.co/kDfX0DFr4I https://t.co/RYQtWwstFZ
neutral,"Today on https://t.co/BJdLbk26v4, fear factor! A bone-chilling build from Gabriel Gould!https://t.co/Feua5GLhBF https://t.co/yiL4vSoDVv"
neutral,Got questions about the Better Together update? We have answers! Stare into the quizzical infinity of the MEGA FAQ!… https://t.co/yLcqLt0p1p
positive,"MEGA NEWS: The Better Together Beta is rolling out on Android and Win 10 today, with console to follow soon!… https://t.co/R6wRmtEc2g"
neutral,"Today on https://t.co/BJdLbjKvDw, can you survive the horrors of the Haunted Hotel challenge map?… https://t.co/elVlaS1HJg"
neutral,"What's our Block of Week? It's...CHEST! Have a nice weekend yelling at us if you don't consider that a block!… https://t.co/ERVwZFEh31"
positive,"Hello! With so many new ways to play Minecraft together online, we thought we'd compile some internet safety tips!… https://t.co/1kKk4lFltQ"
neutral,"Farewell, sweet prince. ;( https://t.co/fqdmlO3By2"
neutral,We made an OFFICIAL magazine! It's out soon in the UK and then elsewhere shortly after. 60 pages of papery magic!… https://t.co/IvlUTQbIpe
neutral,Today on https://t.co/BJdLbjKvDw: we take to the skies for a taste of the high life on the aeronautical USS Victor.… https://t.co/5MbrQQqUKT
neutral,"Today on https://t.co/BJdLbjKvDw, explore the 'City of the Canyon' from Korean builder, @guen015615!… https://t.co/XHKU8sIZ8R"
positive,"THIRDLY: we've updated the game on Nintendo Switch, so now it'll run at silky smooth 1080p when docked! Spectacular… https://t.co/6GnR3UOMMg"
positive,SECONDLY: soar past towering cliffs in the depths of CANYON - a free map for the Glide Mini Game! Out now! https://t.co/whLBm4mrvR
positive,"We've got some fun console updates today! FIRST: slip into the Biome Settlers 2 skin pack, inspired by the Nether &amp;… https://t.co/sFMP3sOEYg"
neutral,Today on https://t.co/BJdLbjKvDw: chart the stars with this intrepid robot skin! https://t.co/D26n283Nl6 https://t.co/SbVLs5yuR1
neutral,Oh dear. Our website had a little tantrum at the weekend and decided to randomly unpublish this article. But it's b… https://t.co/fg1jZVXcc2
neutral,Today on https://t.co/BJdLbjKvDw: chasing the rainbow with freewheeling creative tool Palette Paint by @Trailblaze_… https://t.co/wtb9LU46oc
neutral,"What's our Block of the Week? It's....GRANITE! What a time to be alive!https://t.co/xS6XTsqM79 https://t.co/sqnDTHXRaQ"
neutral,"Today on https://t.co/BJdLbjKvDw, we're off to space! With this galaxy hub from @Alexis502002!… https://t.co/lE1eFmDJZu"
neutral,"Today on https://t.co/BJdLbjKvDw, some bug fixes for Pocket/Win 10, and awesome new skins on Marketplace!… https://t.co/fU9VQZFtot"
neutral,"Minecraft: The Island is out! Written by Max Brooks, it's the very first Minecraft novel! Read an excerpt here:… https://t.co/E8u4u9pt7f"
neutral,"Today on https://t.co/BJdLbjKvDw, meet the Vex! Or, smarter move, run away screaming in the opposite direction!… https://t.co/904WRaVFpu"
positive,"Today on https://t.co/BJdLbjKvDw, we make ten Rare Recipes! How many of them have you tried?https://t.co/V1dGNMcGyo https://t.co/YZpiISJgKH"
neutral,"New Realms goodies for the weekend! Gold fishing, Redstone museum, sky islands and more!https://t.co/NmNdRikFt8 https://t.co/I2oyn9qVxZ"
neutral,"What's our Block of the Week? It's...WATER!https://t.co/7HzPURCBef https://t.co/nI7BzXYICF"
neutral,"Today on https://t.co/BJdLbjKvDw: we FOUND ATLANTIS! In Minecraft, anyway, with this build from @Hyperscale_… https://t.co/VyEoN7etHn"
neutral,"Today on https://t.co/BJdLbjKvDw, hit the slopes! We speak to the builder of a working ski resort in Minecraft!… https://t.co/SUAuWaoERh"
positive,"Minecraft: Story Mode Season 2 launches today! On Xbox One, PlayStation 4, PC, Mac, iOS, and Android-based devices!… https://t.co/1ic8Q2LJBz"
neutral,"Today on https://t.co/BJdLbjKvDw, Turkish builder @azacore8, takes us through his terrific tower builds!… https://t.co/7uuj5hEC3P"
neutral,"Today on https://t.co/BJdLbjKvDw, take a tour of the Louvre museum, rebuilt in Minecraft by @newheavenmc!… https://t.co/CdFDUBVbqj"
positive,Fee-Fi-Fo-FUN! The Giants Track Pack is now available for Glide! https://t.co/QDhjNItU9J
neutral,"What's our Block of the Week? It's...https://t.co/P6kmRTeFDM https://t.co/H0imoSgQgn"
positive,"Story Mode Season 2 now has a trailer!PLUS: lead writer @stirpicus gives us a rundown of Season 2's  characters!… https://t.co/I74dKlD8hM"
positive,"UPDATED! Adventure Time Mash-Up pack now on Pocket, Win10 &amp; console! We interviewed AT's creator Pendleton Ward!… https://t.co/scqxfPU79p"
positive,"Launching today: new maps and minigames for Marketplace! Each packed full of summery fun!https://t.co/8sdC9rU9O4 https://t.co/R0RaewbJ6y"
neutral,"Today on https://t.co/BJdLbjKvDw, we talk to Jossieboy about how he makes his builds look alive!… https://t.co/ilUfRENyrI"
positive,"We’ve updated this awesome fireworks map on Java Realms - just in time for #july4th! BOOM!https://t.co/Qo3x3fDLiz https://t.co/jAxaOHYukq"
neutral,"Today on https://t.co/BJdLbjKvDw, a mind-bending build from @s_pinneyF and @H2CO3_TC!https://t.co/82Ino5J2fs https://t.co/jTIyk7nwv2"
neutral,Today on https://t.co/BJdLbjKvDw: we chat to @qwertyuiopthepi about crafting competitive interstellar peril!… https://t.co/Lk8Pg3Rvzl
neutral,Today on https://t.co/BJdLbjKvDw: the staggering scale of @dennisbuilds' imagination! https://t.co/ngcmW0OnqX https://t.co/LUvW2K0FE2
neutral,"Want a sneak peek at Season 2 of Story Mode? In Austin, Texas next weekend? How convenient! https://t.co/DnJxDLNGHF"
neutral,"What's our Block of the Week? It's...IRON ORE!https://t.co/1D64JXGtuH https://t.co/XFaY0zgHwP"
positive,"What's new for Realms on Java Edition? Oh, only THE BIGGEST CONTENT UPDATE EVER. https://t.co/jqieXTRurB https://t.co/NhlcqUy8Ab"
neutral,"Today on https://t.co/BJdLbjKvDw: we have a nice chat with Max Brooks, author of the first EVER Minecraft novel!… https://t.co/fFGYpP09uR"
neutral,"Today on https://t.co/BJdLbjKvDw, dare you enter the spooktacularly creepy build, 10 Ridgewood Road?… https://t.co/IPj3nWAOZ7"
positive,"Thirdly: Mini Game Heroes, a new slew of competitive 'crafting skins, is available! Champion!… https://t.co/hRM7djOmq1"
neutral,"Secondly: new Glide DLC! ""Giants"" messes with your sense of scale. Avoid massive mobs &amp; fly inside the human body!… https://t.co/forWgFvUR9"
neutral,"Lotsa juicy Console Edition news today! Firstly: have a big ol' update! https://t.co/1JfLmyzsFY https://t.co/F7fzMD3aHt"
neutral,"Today on https://t.co/BJdLbjKvDw, Dungeon Creeper! Can we survive the horrors of Hastur's Labyrinth?… https://t.co/ENtaWInwaH"
neutral,We teamed up with @UNHABITAT to help communities around the world build awesome public spaces - block by block!… https://t.co/TLQUhEaedk
negative,"Looks like we have a problem with our website, so no article today after all. Sorry! :("
neutral,"What's our Block of the Week? It's...MAGMA!https://t.co/h5N3LwVj0z https://t.co/U52rTj4Ta9"
neutral,"Today on https://t.co/BJdLbjKvDw, into the woods! Omar De Gante takes us through his forest builds!… https://t.co/c48lc0h0pM"
positive,We've updated our Commercial Use Guidelines! Thrilling stuff. https://t.co/XBXVfNbSrv https://t.co/brpVMHiiWv
neutral,"Today on https://t.co/BJdLbjKvDw, touch the sky! @RyerTheGreat tells us about his week of skyscraper builds!… https://t.co/urmiBu3Iwm"
neutral,Today on https://t.co/BJdLbjKvDw: Meet the Vindicator! https://t.co/9rYUh36hH9 https://t.co/M5jtLmkcUG
positive,"Minecraft's coming to the Sydney Opera House next month!https://t.co/um0ZbQXSeD https://t.co/nQQO1lNj9j"
neutral,Today on https://t.co/BJdLbjKvDw: @Noxcrew chat about their smashy mech-based map &amp; more - now on Marketplace!… https://t.co/WEAkPPOaOi
neutral,Today on https://t.co/BJdLbjKvDw: take a stroll through a perfect medieval past with @Aequotis!… https://t.co/UDhpSQbZzF
neutral,"What's our Block of the Week? It's...OAK WOOD!https://t.co/fvcHlb7pyP https://t.co/cvXf8hgOhO"
neutral,RT @AmeliaLKD: Your move @twitter https://t.co/xkK3lAk1xR
positive,Massive servers are coming to Minecraft on console and mobile! Listen to Meg and Niraj explain all at E3.… https://t.co/S3wQXl0uNx
neutral,Get a sneak peek at the Super Duper Graphics Pack with art-hero Brad Shuber &amp; tech wizard Cameron Egbert! SO PRETTY… https://t.co/d8eyC7Qh5R
positive,"LIVE soon: showing off Super Duper Graphics! Glorious lighting and shimmering water awaits!https://t.co/kfxzsinWmI https://t.co/EmboS1LXRw"
neutral,Today on https://t.co/BJdLbjKvDw: We embrace the primary power of PAV's colourful builds! https://t.co/ZbxLtSNNWz https://t.co/eVsPGjfAMs
positive,"We're chatting about servers and the Better Together update *very* soon! Streams here:https://t.co/kfxzsi6kY8 https://t.co/EmboS23yJ4"
positive,"Console, mobile and Win 10 crossplay is on its way! Listen to Jens and Saxs chat about the Better Together update:… https://t.co/la9Htk1xPr"
positive,"Soon: @Saxs and @Jeb_ talk about how cross-platform play works on your devices!https://t.co/kfxzsi6kY8 https://t.co/EmboS23yJ4"
positive,Coming this summer: new ways to play! Find out more in our #E3 roundup! https://t.co/pHeAsPA5YH https://t.co/Tck3Qc9tG3
positive,RT @MojangStatus: We’re pleased to tell you that we’ve finished all the upgrades to the PC Java systems and everything is back online! http…
negative,PC Java players! There'll be some downtime today so we can upgrade our systems. More info here… https://t.co/Jg9MkfaDBy
neutral,"Well, gosh! What a lot of news! Servers! Console, mobile and Win 10 crossplay! Super Duper Graphics! Get the deets:… https://t.co/fQyO8aQPPV"
neutral,Today on https://t.co/BJdLbk26v4: Texture talk with the artists behind Marketplace’s launch line-up… https://t.co/DSDtzSOpTv
neutral,@BlockworksYT @RazzleberryFox and @PolymapsMC talk all things Marketplace - streaming soon!… https://t.co/O7AVAzABrc
neutral,"Today on https://t.co/BJdLbjKvDw, we speak to the team building Aurafall, an RPG in Minecraft on Xbox One!… https://t.co/nmRBBVPMRS"
neutral,"RT @telltalegames: Jesse’s adventure continues in Minecraft: #StoryMode - Season 2, premiering July 11 on Xbox One, PS4, PC, Mac, iOS, and…"
positive,Guess what? Story Mode Season 2 is a thing that is happening! Adventure! Cursed treasure! Recalcitrant llamas!… https://t.co/RboEDFylmb
positive,The World of Color update is live! Woo! Watch the trailer we made with cool community builds! SO MANY PRETTY THINGS… https://t.co/j4x7zu0CF1
neutral,"Today on https://t.co/BJdLbjKvDw, this ace Mona Lisa build from @OutlawMuffin8! https://t.co/0LBJWSACWZ https://t.co/Ulx5J3JKGi"
neutral,Honk honk! It's the NEW BOOK horn - and it calls to YOU. Check out our new Guide to Exploration &amp; Guide to Creative… https://t.co/oXNOjtH5Ao
neutral,"Today on https://t.co/BJdLbk26v4: @Blockception discuss their time-travelling tale, ANNIE - now on Marketplace!… https://t.co/dWw2jSQMba"
positive,"Legendary fun awaits! The epic Skyrim mashup pack is now in Pocket and Windows 10!https://t.co/mDagA2B7sQ https://t.co/uCZOCawzxo"
neutral,Travel through space and time with Marketplace creators @Blockception and @qwertyuiopthepi! https://t.co/EmboS1LXRw… https://t.co/wozOyjTBAn
neutral,"What's our Block of the Week? It's...CLAY!https://t.co/0ltNEU6oMs https://t.co/8A5eJnvr04"
negative,RT @Dinnerbone: Unfortunately we will not be able to release Minecraft 1.12 today. Sorry :( The new plan is to aim for Wednesday (7th). We'…
positive,Aaaand... The all new Marketplace is live! Go here for the rundown on the launch content and how it all works!… https://t.co/vyJ4szsi4y
positive,The Discovery Update is here for Pocket and Win 10! Llamas! Mansions! Marketplace! Get the full changelog here:… https://t.co/FrDZW0pZBF
neutral,"Today on https://t.co/BJdLbjKvDw, @ecofriendlyMC gives us the tour of his massive Kyoto Palace!… https://t.co/xseF4NofqA"
neutral,"Btw, we were lucky enough to interview the mighty Adventure Time creator Pendleton Ward (@buenothebear) for this ar… https://t.co/IPKkwqOByv"
positive,Our Magic: The Gathering skin pack is now available on consoles as well as Pocket/Win10! And there's a trailer too! https://t.co/lFGdkZefeD
positive,"The Adventure Time Mash-Up is rolling out across Console Edition right now! MATHEMATICAL! https://t.co/zlQGTUnPbI https://t.co/CMY4YvYiKN"
neutral,Say hello to the folk of Ooo! Our Adventure Time skins will turn your brain dial way up! https://t.co/2KsRFBjNIP
positive,NEW BOOKS! Tomorrow we launch the all new Guide to Exploration and Guide to Creative. Exclusive excerpt here:… https://t.co/MfmaH15w0q
negative,"Heads up, PC players! There'll be a tiny bit of downtime on June 7th while we do some essential maintenance.… https://t.co/Qj9h17n5uI"
neutral,"There’s no emoji for impending doom, but this iMessage sticker of a looming Enderman should do the trick. Out now!… https://t.co/J5JWAPUEC2"
positive,"Today on https://t.co/BJdLbk26v4, we speak to Xbox One build team, ByTheSquare, about their ace console creations!… https://t.co/rnK5ngSs1V"
neutral,"Live in 1hr: @eneija @imagiversemc talk about pastels, pirates and Marketplace creations! https://t.co/EmboS23yJ4… https://t.co/a1lKDKPqHa"
neutral,"Ever felt like an undead mob burning in the morning sun? Well, we've got an iMessage sticker for you, friend! Yay!… https://t.co/J1iJ3hx6jD"
neutral,"What's our Block of the Week? It's...JUKEBOX! Hit it!https://t.co/nlk7zQbf3L https://t.co/qnXM0WETAY"
positive,Make your conversations extra crafty with these animated Minecraft stickers! Out now for iOS.… https://t.co/knG4WhSm4b
positive,The Discovery Update - now with trailer! Coming soon to Pocket &amp; Windows 10. Get ready to load your llamas. https://t.co/DkjVcQXAlt
neutral,"Today on https://t.co/BJdLbjKvDw, secrets of manor! We speak to @NotSupere about his Celtic Manor build!… https://t.co/UqJLI8eg4R"
